package,version,riskLevel,riskScore,toolCount,hasPostInstall,typosquatRisk,scannedAt
@elfintool/rfhub-mcp,0.49.0,CLEAN,0,0,false,false,2026-04-29T03:47:35.722Z
@elgato/mcp-server,0.1.1,CLEAN,0,3,false,false,2026-04-29T03:47:36.735Z
@elisym/mcp,0.8.14,CRITICAL,75,46,false,false,2026-04-29T03:47:37.740Z
@elixium.ai/mcp-server,0.4.0,CRITICAL,100,72,false,false,2026-04-29T03:47:38.945Z
@elizaos/plugin-mcp,1.8.2,HIGH,50,4,false,false,2026-04-29T03:47:40.054Z
@elliotding/ai-agent-mcp,0.2.21,MEDIUM,30,0,false,false,2026-04-29T03:47:41.081Z
@elnora-ai/mcp-server,1.0.3,CLEAN,0,0,false,false,2026-04-29T03:47:42.087Z
@elvatis_com/elvatis-mcp,1.2.4,HIGH,40,0,false,false,2026-04-29T03:47:43.187Z
@emergent-wisdom/understanding-graph-mcp-server,0.1.11,CRITICAL,95,202,false,false,2026-04-29T03:47:44.789Z
@emuluxe/mcp-server,1.0.10,HIGH,40,16,false,false,2026-04-29T03:47:45.945Z
@energio/holded-mcp,1.5.0,CLEAN,0,0,false,false,2026-04-29T03:47:47.321Z
@enfyra/mcp-server,0.0.24,CLEAN,0,0,false,false,2026-04-29T03:47:48.449Z
@1gnatov/ytracker-mcp,0.8.1,LOW,10,0,false,false,2026-04-30T03:48:50.971Z
@1thang1k/odoo-mcp-server,1.2.0,CLEAN,0,0,false,false,2026-04-30T03:48:52.066Z
@acrossai/mcp-manager,1.0.15,CLEAN,0,0,false,false,2026-04-30T03:48:53.117Z
@ai-1luvc0d3/metabase-mcp,1.3.0,CLEAN,0,0,false,false,2026-04-30T03:48:54.241Z
@aos-engineer/mobbin-mcp,1.0.16,MEDIUM,15,0,false,false,2026-04-30T03:48:55.241Z
@appifex/mcp-server,1.0.1,CLEAN,0,0,false,false,2026-04-30T03:48:56.378Z
@astandrik/local-ydb-mcp,0.7.0,CRITICAL,100,68,false,false,2026-04-30T03:48:57.540Z
@bangdao-ai/mcp-image-compressor,1.0.3,CLEAN,0,4,false,false,2026-04-30T03:48:58.704Z
@basex-ui/mcp-server,0.3.0,CRITICAL,75,318,false,false,2026-04-30T03:48:59.760Z
@bgrgndzz/gong-mcp,0.1.3,CLEAN,0,0,false,false,2026-04-30T03:49:00.648Z
@blackopscenter/mcp-server,0.1.14,CLEAN,0,0,false,false,2026-04-30T03:49:02.176Z
@chandshantanu/agentbuilder-mcp-server,0.4.1,CRITICAL,100,164,false,false,2026-04-30T03:49:04.363Z
@chathost/mcp-dev-win-x64,1.2.10,CLEAN,0,0,false,false,2026-04-30T03:49:05.955Z
@chathost/mcp-uat-linux-x64,1.2.10,CLEAN,0,0,false,false,2026-04-30T03:49:07.777Z
@dsbissett/excel-webview2-mcp,0.0.13,CLEAN,0,0,false,false,2026-04-30T03:49:09.605Z
@edgen-ai/openapi-mcp-server,0.2.5,CLEAN,0,0,false,false,2026-04-30T03:49:10.601Z
@egyleader/dart-mcp-server,1.0.3,CLEAN,0,0,false,false,2026-04-30T03:49:11.550Z
@entroute/mcp-server,0.1.8,MEDIUM,15,4,false,false,2026-04-30T03:49:12.560Z
@equalseat/mcp-server,0.3.0,CLEAN,0,0,false,false,2026-04-30T03:49:13.844Z
@eraserlabs/eraser-mcp,0.8.0,MEDIUM,20,0,false,false,2026-04-30T03:49:14.484Z
@ergut/mcp-bigquery-server,1.0.4,CLEAN,0,2,false,false,2026-04-30T03:49:15.403Z
@ericthered926/duckduckgo-mcp-server,0.6.0,HIGH,60,4,false,false,2026-04-30T03:49:16.329Z
@esaio/esa-mcp-server,0.1.0,MEDIUM,30,1,false,false,2026-04-30T03:49:17.255Z
@esaio/pplog-mcp-server,0.3.2,CLEAN,0,0,false,false,2026-04-30T03:49:18.258Z
@eslint/mcp,0.3.4,CLEAN,0,0,false,false,2026-04-30T03:49:18.891Z
@ethantsaitsai/gemini-mcp-server,1.1.0,CLEAN,0,0,false,false,2026-04-30T03:49:19.964Z
@etheaven/codex-mcp-server,1.3.9,LOW,5,22,false,false,2026-04-30T03:49:20.917Z
@eui/mcp,21.2.4,CLEAN,0,0,false,false,2026-04-30T03:49:21.855Z
@eventcatalog/mcp-server,2.1.0,LOW,5,0,false,false,2026-04-30T03:49:22.785Z
@eventmoot/mcp-server,0.1.2,CLEAN,0,0,false,false,2026-04-30T03:49:23.772Z
@execufunction/mcp-server,1.2.5,CRITICAL,100,154,false,false,2026-04-30T03:49:25.051Z
@executeautomation/database-server,1.1.0,HIGH,65,20,false,false,2026-04-30T03:49:25.824Z
@executeautomation/playwright-mcp-server,1.0.12,HIGH,45,74,false,false,2026-04-30T03:49:26.380Z
@expandai/mcp-server,0.2.4,HIGH,40,2,false,false,2026-04-30T03:49:27.371Z
@expo/mcp-tunnel,0.2.4,CLEAN,0,0,false,false,2026-04-30T03:49:27.830Z
@extentos/mcp-server,0.0.16,CRITICAL,100,36,false,false,2026-04-30T03:49:28.884Z
@facusrod/olivia-mcp-server,1.12.0,CLEAN,0,0,false,false,2026-04-30T03:49:29.789Z
@fanduzi/deltascope-mcp,0.49.0,CLEAN,0,0,false,false,2026-04-30T03:49:30.705Z
@fangjunjie/ssh-mcp-server,1.6.1,MEDIUM,30,0,false,false,2026-04-30T03:49:31.461Z
@fanyangmeng/ghost-mcp,0.2.0,CLEAN,0,0,false,false,2026-04-30T03:49:32.199Z
@fidensa/mcp-server,0.4.1,CLEAN,0,0,false,false,2026-04-30T03:49:33.504Z
@file-kiwi/filekiwi-mcp-server,2.0.1,CLEAN,0,0,false,false,2026-04-30T03:49:34.579Z
@fireberry/mcp-server,0.2.0,CLEAN,0,0,false,false,2026-04-30T03:49:35.676Z
@firecms/mcp-server,3.2.0,CLEAN,0,0,false,false,2026-04-30T03:49:36.645Z
@firefly-iii-mcp/core,1.4.0,CRITICAL,100,223,false,false,2026-04-30T03:49:37.926Z
@firefly-iii-mcp/server,1.4.0,CLEAN,0,0,false,false,2026-04-30T03:49:38.900Z
@firestitch/specify-mcp,1.0.27,LOW,10,0,false,false,2026-04-30T03:49:39.980Z
@firfi/huly-mcp,0.9.1,CLEAN,0,0,false,false,2026-04-30T03:49:41.102Z
@fkadev/prompts.chat-mcp,1.0.9,CLEAN,0,0,false,false,2026-04-30T03:49:41.874Z
@flexprice/mcp-server,2.1.6,CRITICAL,100,70,false,false,2026-04-30T03:49:43.267Z
@agentruntime-labs/agentruntime-mcp,0.0.1,CLEAN,0,0,false,false,2026-05-01T04:04:26.472Z
@ahmedrowaihi/azure-mcp-fastmcp,0.1.6,CLEAN,0,0,false,false,2026-05-01T04:04:27.925Z
@ai-universe/mcp-server-utils,1.3.2,LOW,10,8,false,false,2026-05-01T04:04:29.380Z
@amitdeshmukh/google-jules-mcp,0.1.6,CRITICAL,75,16,false,false,2026-05-01T04:04:30.369Z
@ampersend_ai/fastmcp,1.0.0,CLEAN,0,0,false,false,2026-05-01T04:04:31.356Z
@anthropic-ai/claude-agent-sdk,0.2.126,CLEAN,0,0,false,false,2026-05-01T04:04:32.055Z
@anthropic-ai/claude-code,2.1.126,MEDIUM,15,0,true,false,2026-05-01T04:04:32.575Z
@anthropic-ai/claude-code-linux-x64,2.1.126,CLEAN,0,0,false,false,2026-05-01T04:04:36.003Z
@anthropic-ai/sandbox-runtime,0.0.49,CLEAN,0,0,false,false,2026-05-01T04:04:36.694Z
@anthropic-ai/sdk,0.92.0,CLEAN,0,0,false,false,2026-05-01T04:04:37.417Z
@aquait/skill-proxy,2.1.0,CLEAN,0,0,false,false,2026-05-01T04:04:38.484Z
@augmnt-sh/augments-mcp-server,7.1.0,MEDIUM,15,0,false,false,2026-05-01T04:04:39.606Z
@automation-ai-labs/mcp-wait,1.0.3,CLEAN,0,4,false,false,2026-05-01T04:04:40.727Z
@aws/nx-plugin,0.107.0,LOW,3.3333333333333335,0,false,false,2026-05-01T04:04:42.091Z
@bdmarvin/mcp-server-gbp,0.3.16,CRITICAL,100,46,false,false,2026-05-01T04:04:43.200Z
@beepflow/mcp,2026.4.8,CRITICAL,100,56,false,false,2026-05-01T04:04:44.308Z
@beshkenadze/kubb-plugin-fastmcp,0.1.0,MEDIUM,30,4,false,false,2026-05-01T04:04:45.452Z
@bjoaquinc/mcp-error-formatter,1.1.4,CLEAN,0,0,false,false,2026-05-01T04:04:46.452Z
@blackhole-dex/blackhole-mcp-server,1.0.9,CRITICAL,85,26,false,false,2026-05-01T04:04:47.510Z
@botanicastudios/crossref-mcp,0.0.5,LOW,5,0,false,false,2026-05-01T04:04:48.330Z
@brain-bbqs/neuro-mcp,1.1.1,CLEAN,0,0,false,false,2026-05-01T04:04:49.377Z
@burtthecoder/mcp-shodan,1.0.22,MEDIUM,15,14,false,false,2026-05-01T04:04:50.174Z
@cadcamfun/ai-service,1.1.2,HIGH,40,0,false,false,2026-05-01T04:04:51.516Z
@caffeineai/mcp,0.1.0-dev.6,CLEAN,0,0,false,false,2026-05-01T04:04:52.399Z
@cahaseler/wikijs-mcp,1.0.5,CLEAN,0,0,false,false,2026-05-01T04:04:53.463Z
@caoer/fastmcp,1.0.0,CLEAN,0,0,false,false,2026-05-01T04:04:54.457Z
@claude-flow/aidefence,3.0.2,CLEAN,0,0,false,false,2026-05-01T04:04:55.277Z
@claude-flow/hooks,3.0.0-alpha.1,CRITICAL,100,52,false,false,2026-05-01T04:04:56.228Z
@claude-flow/shared,3.0.0-alpha.1,HIGH,60,0,false,false,2026-05-01T04:04:57.310Z
@claudeoverflow/mcp-server,0.1.6,CRITICAL,95,14,false,false,2026-05-01T04:04:58.314Z
@cloudflare-ai-toolkit/mcp,0.1.2,CLEAN,0,18,false,false,2026-05-01T04:04:59.322Z
@constellos/claude-code-kit,0.4.0,CLEAN,0,0,false,false,2026-05-01T04:05:00.336Z
@contextube/mcp-server,0.1.0,CLEAN,0,0,false,false,2026-05-01T04:05:01.463Z
@curdx/flow,6.0.6,HIGH,45,22,false,false,2026-05-01T04:05:02.434Z
@devcycle/cli,6.3.2,CLEAN,0,0,false,false,2026-05-01T04:05:03.472Z
@dguido/google-workspace-mcp,3.4.4,CRITICAL,80,148,false,false,2026-05-01T04:05:04.420Z
@dnjawm19/mcp,25.06.20-3,MEDIUM,30,2,false,false,2026-05-01T04:05:05.558Z
@dnjawm19/mcptest,25.9.30-8,CLEAN,0,0,false,false,2026-05-01T04:05:06.817Z
@docshub/mcp,1.0.6,MEDIUM,15,22,false,false,2026-05-01T04:05:07.967Z
@drbarq/doppler-mcp,1.0.7,CLEAN,0,0,false,false,2026-05-01T04:05:09.012Z
@drumnation/unsplash-smart-mcp-server,1.0.1,CRITICAL,100,10,false,false,2026-05-01T04:05:10.019Z
@emcy/openapi-to-mcp,0.6.0,CLEAN,0,12,false,false,2026-05-01T04:05:10.724Z
@fastmcp-me/agent,0.23.2,CLEAN,0,0,false,false,2026-05-01T04:05:11.880Z
@fastmcp-me/agentops-mcp,0.3.5,HIGH,40,8,false,false,2026-05-01T04:05:13.007Z
@fastmcp-me/ai-vision-mcp,0.0.2,CLEAN,0,0,false,false,2026-05-01T04:05:14.150Z
@fastmcp-me/all-your-base64,1.0.0,CLEAN,0,0,false,false,2026-05-01T04:05:15.256Z
@fastmcp-me/background-process-mcp,1.2.1,CLEAN,0,0,false,false,2026-05-01T04:05:16.209Z
@fastmcp-me/coolify-mcp,1.0.5,CLEAN,0,0,false,false,2026-05-01T04:05:17.271Z
@fastmcp-me/cowsay-mcp,2.0.0,CLEAN,0,0,false,false,2026-05-01T04:05:18.448Z
@fastmcp-me/cribl-mcp,0.1.12,CLEAN,0,0,false,false,2026-05-01T04:05:19.629Z
@aegisx/taskflow-mcp,1.0.6,CLEAN,0,0,false,false,2026-05-02T03:33:53.326Z
@aisightline/mcp-server,1.11.1,LOW,5,0,false,false,2026-05-02T03:33:54.640Z
@alucify/mcp,0.7.2,CLEAN,0,0,false,false,2026-05-02T03:33:55.591Z
@anroagents/mcp-server,0.2.2,CLEAN,0,0,false,false,2026-05-02T03:33:56.619Z
@awarecorp/mcp-logger,0.1.1-dev.1,MEDIUM,35,0,false,false,2026-05-02T03:33:58.942Z
@boomtax/mcp-server,1.0.0,CLEAN,0,0,false,false,2026-05-02T03:34:00.087Z
@capivv/mcp-server,0.5.10,LOW,5,0,false,false,2026-05-02T03:34:01.093Z
@clampd/mcp-proxy,0.15.0,CLEAN,0,0,false,false,2026-05-02T03:34:02.183Z
@cleocode/mcp-adapter,2026.5.4,CLEAN,0,6,false,false,2026-05-02T03:34:03.254Z
@cloudbase/mcp,1.0.0-beta.30,CLEAN,0,0,false,false,2026-05-02T03:34:04.332Z
@composer-app/mcp,0.0.4-beta.1,HIGH,50,30,false,false,2026-05-02T03:34:05.400Z
@copass/mcp,0.3.8,CLEAN,0,0,false,false,2026-05-02T03:34:06.421Z
@cyanheads/brapi-mcp-server,0.4.8,CLEAN,0,0,false,false,2026-05-02T03:34:07.467Z
@cyanheads/secedgar-mcp-server,0.4.1,LOW,5,8,false,false,2026-05-02T03:34:08.505Z
@deveco-codegenie/mcp-darwin-arm64,0.1.8-fix2,CLEAN,0,0,false,false,2026-05-02T03:34:09.673Z
@deveco-codegenie/mcp-darwin-x64,0.1.8-fix2,CLEAN,0,0,false,false,2026-05-02T03:34:11.104Z
@deveco-codegenie/mcp-win32-x64,0.1.8-fix2,CLEAN,0,0,false,false,2026-05-02T03:34:12.547Z
@engram-mem/mcp,0.3.7,HIGH,60,12,false,false,2026-05-02T03:34:13.710Z
@evantahler/mcpx,0.18.7,CLEAN,0,0,false,false,2026-05-02T03:34:14.678Z
@explainui/mcp,0.4.0,MEDIUM,25,0,true,false,2026-05-02T03:34:16.017Z
@f2c/mcp,0.4.9,CRITICAL,100,0,false,false,2026-05-02T03:34:17.734Z
@fastmcp-me/korea-stock-mcp,1.1.4,CLEAN,0,0,false,false,2026-05-02T03:34:18.783Z
@feedmob/sensor-tower-reporting,0.1.8,CLEAN,0,0,false,false,2026-05-02T03:34:19.758Z
@fireflyai/firefly-mcp,1.1.8,CLEAN,0,12,false,false,2026-05-02T03:34:20.976Z
@floelabs/mcp-server,0.1.1,CLEAN,0,0,false,false,2026-05-02T03:34:21.904Z
@floomhq/mcp-server,0.1.8,CLEAN,0,0,false,false,2026-05-02T03:34:22.908Z
@florentine-ai/mcp,1.0.0,CLEAN,0,0,false,false,2026-05-02T03:34:23.815Z
@florexlabs/docs-to-mcp-server,0.2.2,CLEAN,0,0,false,false,2026-05-02T03:34:24.741Z
@floriscornel/teams-mcp,0.9.0,MEDIUM,15,0,false,false,2026-05-02T03:34:25.811Z
@flowboardlabs/mcp-server,0.5.0,MEDIUM,15,34,false,false,2026-05-02T03:34:27.110Z
@flowcore/platform-mcp-server,1.7.1,CLEAN,0,0,false,false,2026-05-02T03:34:28.280Z
@flowdot.ai/mcp-server,1.3.0,CRITICAL,100,113,false,false,2026-05-02T03:34:29.428Z
@flowrelay/mcp-server,0.4.1,CLEAN,0,0,false,false,2026-05-02T03:34:30.483Z
@fluentdata-ai/tempo-mcp-server,1.3.3,CLEAN,0,0,false,false,2026-05-02T03:34:31.601Z
@forgedb/mcp-server,0.1.1,CLEAN,0,0,false,false,2026-05-02T03:34:32.801Z
@forinda/kickjs-mcp,5.2.0,CLEAN,0,0,false,false,2026-05-02T03:34:33.773Z
@format-finder/mcp-server,1.3.0,CLEAN,0,18,false,false,2026-05-02T03:34:34.859Z
@formegifts/mcp,0.3.4,LOW,10,4,false,false,2026-05-02T03:34:35.822Z
@fouldomain/mcp-server,2.1.0,CLEAN,0,0,false,false,2026-05-02T03:34:36.757Z
@foundation0/git,1.3.9,CLEAN,0,0,false,false,2026-05-02T03:34:37.926Z
@foxhound-ai/mcp-server,0.3.0,CLEAN,0,0,false,false,2026-05-02T03:34:39.004Z
@fractalizer/mcp-server-ticktick,0.2.2,CLEAN,0,0,false,false,2026-05-02T03:34:40.264Z
@fractalizer/mcp-server-yandex-tracker,0.2.2,CLEAN,0,0,false,false,2026-05-02T03:34:41.664Z
@fractalizer/mcp-server-yandex-wiki,0.2.2,CLEAN,0,0,false,false,2026-05-02T03:34:43.016Z
@fractary/codex-mcp,0.11.1,CLEAN,0,0,false,false,2026-05-02T03:34:44.018Z
@fragmentfit/mcp-server,1.1.1,HIGH,60,30,false,false,2026-05-02T03:34:44.989Z
@fragments-sdk/cli,1.0.0,CRITICAL,100,22,false,false,2026-05-02T03:34:46.833Z
@fre4x/docx,1.0.64,CLEAN,0,0,false,false,2026-05-02T03:34:47.926Z
@fre4x/github,1.0.64,CLEAN,0,0,false,false,2026-05-02T03:34:49.033Z
@fre4x/hn,1.0.64,CLEAN,0,0,false,false,2026-05-02T03:34:49.913Z
@agentage/mcp,0.6.0,LOW,10,24,false,false,2026-05-03T03:55:30.609Z
@agentvalet/mcp-server,0.2.2,CRITICAL,100,10,false,false,2026-05-03T03:55:31.677Z
@blackwell-systems/mcp-assert,0.8.0,CLEAN,0,0,false,false,2026-05-03T03:55:32.580Z
@clawtex/mcp-server,0.1.2,CLEAN,0,34,false,false,2026-05-03T03:55:33.746Z
@daobrew/wellness-mcp,0.3.17,MEDIUM,35,20,true,false,2026-05-03T03:55:36.302Z
@fre4x/jules,1.0.64,CLEAN,0,0,false,false,2026-05-03T03:55:37.301Z
@fre4x/jupyter,1.0.64,CLEAN,0,0,false,false,2026-05-03T03:55:38.352Z
@fre4x/yahoo-finance,1.0.64,CLEAN,0,0,false,false,2026-05-03T03:55:39.334Z
@frontiercompute/zcash-mcp,1.2.3,CLEAN,0,0,false,false,2026-05-03T03:55:40.346Z
@fundamental-ngx/mcp,0.62.0,CLEAN,0,0,false,false,2026-05-03T03:55:41.366Z
@fuul/mcp-server,1.1.2,LOW,10,0,false,false,2026-05-03T03:55:42.313Z
@gainable.dev/mcp-server,0.5.1,CLEAN,0,0,false,false,2026-05-03T03:55:43.441Z
@gamesme/chatlab-mcp-server,0.17.2,CLEAN,0,0,false,false,2026-05-03T03:55:44.454Z
@gander-tools/osm-tagging-schema-mcp,3.9.4,CLEAN,0,10,false,false,2026-05-03T03:55:45.594Z
@gannonh/firebase-mcp,1.4.9,HIGH,50,24,false,false,2026-05-03T03:55:46.205Z
@garoon/mcp-server,1.1.0,CLEAN,0,0,false,false,2026-05-03T03:55:47.315Z
@gatesolve/mcp-server,0.3.1,CLEAN,0,0,false,false,2026-05-03T03:55:48.292Z
@gatling.io/gatling-mcp-server,0.1.18,CLEAN,0,0,false,false,2026-05-03T03:55:49.238Z
@gavdi/cap-mcp,1.5.1,CLEAN,0,0,false,false,2026-05-03T03:55:50.332Z
@gemcoder/gemdesign-mcp-server,1.0.6,CLEAN,0,0,false,false,2026-05-03T03:55:51.342Z
@genart-dev/mcp-server,0.4.43,CLEAN,0,0,false,false,2026-05-03T03:55:52.770Z
@gengqq/mcp-server,0.1.5,CLEAN,0,0,false,false,2026-05-03T03:55:53.766Z
@gengqq/molt-mcp-server,0.1.8,CLEAN,0,0,false,false,2026-05-03T03:55:54.795Z
@genkit-ai/mcp,1.33.0,CLEAN,0,2,false,false,2026-05-03T03:55:55.623Z
@geobio/mcp-open-library,0.1.6,HIGH,45,12,false,false,2026-05-03T03:55:56.498Z
@geogenio/mcp-server,1.0.2,CLEAN,0,0,false,false,2026-05-03T03:55:57.463Z
@geometra/mcp,1.61.1,CLEAN,0,0,false,false,2026-05-03T03:55:58.597Z
@get-technology-inc/jamf-docs-mcp-server,3.0.17,CLEAN,0,36,false,false,2026-05-03T03:55:59.583Z
@getwebp/mcp-server,0.1.1,CLEAN,0,0,false,false,2026-05-03T03:56:00.763Z
@geunoh/s3-mcp-server,1.3.1,HIGH,50,0,false,false,2026-05-03T03:56:02.852Z
@gildara/mcp-server,0.7.2,CLEAN,0,0,false,false,2026-05-03T03:56:03.768Z
@gitee/mcp-gitee,1.0.0,CLEAN,0,0,false,false,2026-05-03T03:56:04.509Z
@gitee/mcp-gitee-windows-amd64,1.0.0,CLEAN,0,0,false,false,2026-05-03T03:56:05.851Z
@github/computer-use-mcp,0.1.24,CLEAN,0,0,false,false,2026-05-03T03:56:06.667Z
@github/mcp-registry,0.1.6,CLEAN,0,0,false,false,2026-05-03T03:56:07.590Z
@gitleaderboard/mcp-server,0.1.8,CLEAN,0,0,false,false,2026-05-03T03:56:08.474Z
@gleanwork/configure-mcp-server,3.1.0,LOW,5,0,false,false,2026-05-03T03:56:09.298Z
@gleanwork/local-mcp-server,0.10.1,CLEAN,0,0,false,false,2026-05-03T03:56:10.081Z
@gleanwork/mcp-config-glean,5.0.0,CLEAN,0,0,false,false,2026-05-03T03:56:11.039Z
@gleanwork/mcp-config-schema,5.0.0,LOW,5,0,false,false,2026-05-03T03:56:11.959Z
@gleanwork/mcp-server,0.7.1,LOW,5,0,false,false,2026-05-03T03:56:12.960Z
@gleanwork/mcp-server-tester,1.0.0,LOW,10,4,false,false,2026-05-03T03:56:14.174Z
@gleanwork/mcp-server-utils,0.10.1,CLEAN,0,0,false,false,2026-05-03T03:56:15.159Z
@goalswon/mcp-server,0.1.3,CLEAN,0,0,false,false,2026-05-03T03:56:16.288Z
@gojasper/mcp-server,1.1.2,CLEAN,0,0,false,false,2026-05-03T03:56:17.288Z
@goke/mcp,0.0.10,LOW,10,6,false,false,2026-05-03T03:56:18.184Z
@gongrzhe/server-gmail-autoauth-mcp,1.1.11,HIGH,50,56,false,false,2026-05-03T03:56:18.759Z
@gongrzhe/server-travelplanner-mcp,0.1.2,CLEAN,0,10,false,false,2026-05-03T03:56:19.620Z
@gonzih/cc-agent,0.15.4,CRITICAL,100,76,false,false,2026-05-03T03:56:20.875Z
@google-cloud/cloud-run-mcp,1.10.0,CLEAN,0,0,false,false,2026-05-03T03:56:21.884Z
obsidian-mcp-server,2.0.7,CLEAN,0,0,false,false,2026-05-04T03:52:47.598Z
@agentcivics/mcp-server,2.4.1,MEDIUM,35,26,false,false,2026-05-04T03:52:48.629Z
@dopl/mcp-server,0.11.0,CLEAN,0,0,false,false,2026-05-04T03:52:49.522Z
@getterdone/mcp-server,0.2.8,CLEAN,0,0,false,false,2026-05-04T03:52:50.369Z
@google-cloud/gcloud-mcp,0.5.3,CLEAN,0,0,false,false,2026-05-04T03:52:50.980Z
@google-cloud/observability-mcp,0.2.3,CLEAN,0,0,false,false,2026-05-04T03:52:51.540Z
@google-cloud/storage-mcp,0.5.1,CLEAN,0,0,false,false,2026-05-04T03:52:52.295Z
@google/chrome-enterprise-premium-mcp,1.1.0,CLEAN,0,0,false,false,2026-05-04T03:52:53.274Z
@goolyio_k/aha-mcp,0.1.11,CLEAN,0,0,false,false,2026-05-04T03:52:54.221Z
@governmyai/mcp-server,0.1.4,MEDIUM,15,6,false,false,2026-05-04T03:52:55.168Z
@grackle-ai/mcp,0.108.1,CLEAN,0,0,false,false,2026-05-04T03:52:56.237Z
@great-detail/support-mcp,0.5.3,CLEAN,0,0,false,false,2026-05-04T03:52:57.247Z
@greca_dev/whatsapp-mcp-server,1.0.3,MEDIUM,25,0,false,false,2026-05-04T03:52:58.225Z
@greirson/mcp-todoist,1.0.3,CLEAN,0,0,false,false,2026-05-04T03:52:59.050Z
@greynoise/greynoise-mcp-server,0.4.0,CLEAN,0,0,false,false,2026-05-04T03:53:00.014Z
@growthbook/mcp,1.8.1,MEDIUM,15,0,false,false,2026-05-04T03:53:00.715Z
@guiie/buda-mcp,2.0.0,MEDIUM,15,19,false,false,2026-05-04T03:53:01.937Z
@h-ear/mcp-server,1.1.8,LOW,10,0,false,false,2026-05-04T03:53:02.940Z
@h1deya/mcp-server-weather,0.1.3,CLEAN,0,4,false,false,2026-05-04T03:53:03.822Z
@h4shed/mcp-core,1.0.11,CLEAN,0,0,false,false,2026-05-04T03:53:04.783Z
@hanna84/mcp-writing,3.3.1,MEDIUM,30,0,false,false,2026-05-04T03:53:05.727Z
@harrybloom18/xero-mcp-server,0.0.14-fix.5,LOW,5,0,false,false,2026-05-04T03:53:06.838Z
@harryelv/mongodb-mcp-server,1.0.2,CLEAN,0,0,false,false,2026-05-04T03:53:07.791Z
@hasna/emails,0.5.25,MEDIUM,15,0,true,false,2026-05-04T03:53:10.933Z
@hasna/mementos,0.14.20,CRITICAL,95,0,true,false,2026-05-04T03:53:12.287Z
@hasna/todos,0.11.33,HIGH,55,0,true,false,2026-05-04T03:53:13.318Z
@havesomecode/kibana-mcp-server,1.1.0,LOW,10,0,false,false,2026-05-04T03:53:14.544Z
@heilgar/shadcn-ui-mcp-server,1.0.6,CLEAN,0,0,false,false,2026-05-04T03:53:15.325Z
@henkey/postgres-mcp-server,1.0.5,CRITICAL,100,118,true,false,2026-05-04T03:53:16.125Z
@henrikogard/polvenn-mcp-server,0.1.2,LOW,10,0,false,false,2026-05-04T03:53:17.240Z
@henrylabs/mcp,1.5.0,HIGH,60,2,false,false,2026-05-04T03:53:18.287Z
@heroku/mcp-server,1.2.2,CRITICAL,75,2,false,false,2026-05-04T03:53:19.052Z
@heroui/native-mcp,1.1.0,CRITICAL,70,8,false,false,2026-05-04T03:53:19.815Z
@heroui/react-mcp,1.1.0,CRITICAL,100,12,false,false,2026-05-04T03:53:20.627Z
@hield/mcp-server,1.2.0,CLEAN,0,0,false,false,2026-05-04T03:53:21.621Z
@himanshubhardwaj87/jenkins-mcp-server,1.0.1,CLEAN,0,0,false,false,2026-05-04T03:53:22.676Z
@hirey/hi-mcp-server,0.1.19,CRITICAL,100,36,false,false,2026-05-04T03:53:23.809Z
@hisma/server-puppeteer,0.6.5,MEDIUM,20,14,false,false,2026-05-04T03:53:24.578Z
@hitpaw/mcp-server,1.1.1,MEDIUM,15,0,true,false,2026-05-04T03:53:25.439Z
@hiveai/mcp,0.9.2,HIGH,60,0,false,false,2026-05-04T03:53:26.359Z
@honecrm/mcp-server,0.3.0,HIGH,60,88,false,false,2026-05-04T03:53:27.250Z
@hono/mcp,0.2.5,CLEAN,0,0,false,false,2026-05-04T03:53:28.003Z
@hoshikawashiro/ide-mcp-server,1.0.14,MEDIUM,35,26,false,false,2026-05-04T03:53:28.940Z
@hostsmith/mcp-server,1.1.0,LOW,5,0,false,false,2026-05-04T03:53:29.935Z
@houkasaurusrex/jt-mcp-server,1.8.2,LOW,10,0,false,false,2026-05-04T03:53:31.018Z
@htmlbricks/mcp,0.76.5,CLEAN,0,0,false,false,2026-05-04T03:53:32.112Z
@hubspot/mcp-server,0.4.0,CLEAN,0,14,false,false,2026-05-04T03:53:32.734Z
@hugeicons/mcp-server,0.2.1,CLEAN,0,10,false,false,2026-05-04T03:53:33.621Z
@humancheck/mcp-server,0.14.1,CLEAN,0,0,false,false,2026-05-04T03:53:34.557Z
@hypertrack/mcp-server,0.1.55,CLEAN,0,0,false,false,2026-05-04T03:53:35.433Z
@0x1f320.sh/why-did-you-render-mcp,2.0.2,CLEAN,0,0,false,false,2026-05-05T03:35:25.272Z
@adbutler/mcp-server,2.5.1,CRITICAL,100,468,false,false,2026-05-05T03:35:26.790Z
@adhdev/mcp-server,0.9.73,CLEAN,0,0,false,false,2026-05-05T03:35:28.061Z
@agentpost/mcp-server,1.0.0,CLEAN,0,0,false,false,2026-05-05T03:35:29.106Z
@aiagentwatch/mcp-server,1.0.13,LOW,5,6,false,false,2026-05-05T03:35:30.091Z
@alcyone-labs/modelcontextprotocol-sdk,1.16.0,CLEAN,0,0,false,false,2026-05-05T03:35:31.379Z
@ankimcp/anki-mcp-server,0.18.5,CLEAN,0,0,false,false,2026-05-05T03:35:32.353Z
@antonytm/mcp-sitecore-server,1.3.12,HIGH,50,2,false,false,2026-05-05T03:35:33.759Z
@antv/mcp-server-antv,0.1.8,CRITICAL,85,22,false,false,2026-05-05T03:35:34.877Z
